product_name,product_category,brand,company,price,launch_date,first_sale,last_sale,total_units,months_data
DISNEY CAPS 20,DICLOFENAC SODIUM,DISNEY,IRZ,51.0,2017-02-01,2022-12-01,2025-11-01,38876,36
ANAC AMP. 75MG 3ML 5,DICLOFENAC SODIUM,ANAC,RPH,21.0,2018-02-01,2022-12-01,2025-11-01,36038,36
VOLITE AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,VOLITE,ELT,10.0,1999-03-01,2022-12-01,2025-11-01,34470,36
BAJFENAC AMP. 75MG 3ML 5,DICLOFENAC SODIUM,BAJFENAC,BJW,107.85,2019-08-01,2022-12-01,2025-11-01,31956,36
VOLTEC AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,VOLTEC,S+F,132.07,2018-10-01,2022-12-01,2025-11-01,31935,36
MOVEN JEL. 20G,DICLOFENAC SODIUM,MOVEN,SQP,51.0,2011-01-01,2022-12-01,2025-11-01,31047,36
FASTAID TABS C.E.SR 100MG 30,DICLOFENAC SODIUM,FASTAID,P/P,509.58,1997-09-01,2022-12-01,2025-11-01,29757,36
DICLOZAF TABS C.E. 50MG 20,DICLOFENAC SODIUM,DICLOZAF,ZAF,83.79,1995-04-01,2022-12-01,2025-11-01,29563,36
VOREN TABS 25MG 30,DICLOFENAC SODIUM,VOREN,YSP,142.8,2023-11-01,2022-12-01,2025-11-01,26246,36
SIDOFENAC TABS 50MG 20,DICLOFENAC SODIUM,SIDOFENAC,N/P,30.0,2023-06-01,2022-12-01,2025-11-01,23907,36
TONEK TABS F.C. 75MG 20,DICLOFENAC SODIUM,TONEK,POC,93.5,2009-04-01,2022-12-01,2025-11-01,23229,36
MOVONAC TABS S.R 100MG 10,DICLOFENAC SODIUM,MOVONAC,EVO,246.5,2020-08-01,2022-12-01,2025-11-01,23036,36
DIFSOM DROPS EYE 0.1% 5ML,DICLOFENAC SODIUM,DIFSOM,VGP,55.25,2006-08-01,2022-12-01,2025-11-01,22225,36
ARTIMOV-K TABS F.C. 100MG 10,DICLOFENAC SODIUM,ARTIMOV-K,BGO,86.02,2006-10-01,2022-12-01,2025-11-01,21072,36
FLAMEX TABS 50MG 20,DICLOFENAC SODIUM,FLAMEX,WRP,80.75,1994-10-01,2022-12-01,2025-11-01,20894,36
MOVEN JEL. 40G,DICLOFENAC SODIUM,MOVEN,SQP,211.32,2023-11-01,2022-12-01,2025-11-01,19750,36
OPHTH-DICLOFEN DROPS EYE 0.1% 5ML,DICLOFENAC SODIUM,OPHTH-DICLOFEN,OTH,61.29,2001-10-01,2022-12-01,2025-11-01,19441,36
FLAMEX TABS XR 100MG 30,DICLOFENAC SODIUM,FLAMEX,WRP,148.75,2008-09-01,2022-12-01,2025-11-01,19211,36
TYLOFENAC TABS 50MG 20,DICLOFENAC SODIUM,TYLOFENAC,DOV,164.18,2003-01-01,2022-12-01,2025-11-01,18277,36
DIAGESIC PLUS CAPS S.R. 100MG 30,DICLOFENAC SODIUM,DIAGESIC PLUS,WIS,484.5,2014-03-01,2022-12-01,2025-11-01,18024,36
SWISO JEL. 2% 20G,DICLOFENAC SODIUM,SWISO,SW-,119.0,2012-03-01,2022-12-01,2025-11-01,17804,36
PHLODIC CAPS 50MG 20,DICLOFENAC SODIUM,PHLODIC,PP5,51.0,2009-01-01,2022-12-01,2025-11-01,16723,36
SIDOFENAC AMP.IM/IV 75MG 3ML 100,DICLOFENAC SODIUM,SIDOFENAC,N/P,495.0,2023-06-01,2022-12-01,2025-11-01,16551,36
DICLOMAX TABS C.E. 50MG 20,DICLOFENAC SODIUM,DICLOMAX,Q.P,51.0,2010-06-01,2022-12-01,2025-11-01,15385,36
DIAGESIC PLUS CAPS 50MG 20,DICLOFENAC SODIUM,DIAGESIC PLUS,WIS,187.0,2019-05-01,2022-12-01,2025-11-01,15318,36
VALORON TABS C. 50MG 100,DICLOFENAC SODIUM,VALORON,BLO,935.0,1999-12-01,2022-12-01,2025-11-01,15179,36
DIFLOSID AMP IM 75MG 3ML 25,DICLOFENAC SODIUM,DIFLOSID,GEO,210.0,1996-07-01,2022-12-01,2025-11-01,15156,36
DOLNOT AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,DOLNOT,PDH,94.69,2000-01-01,2022-12-01,2025-11-01,13904,36
VALRON AMP. 75MG 3ML 100,DICLOFENAC SODIUM,VALRON,V.P,135.0,2004-01-01,2022-12-01,2025-11-01,12394,36
EPHANAC TABS C.E. 50MG 20,DICLOFENAC SODIUM,EPHANAC,EP5,8.0,2008-08-01,2022-12-01,2025-11-01,11843,36
DOLNOT TABS C.E. 50MG 20,DICLOFENAC SODIUM,DOLNOT,PDH,91.75,2000-01-01,2022-12-01,2025-11-01,10723,36
DICLOCIN TABS 50MG 20,DICLOFENAC SODIUM,DICLOCIN,MNW,38.25,1997-02-01,2022-12-01,2025-11-01,10442,36
LISODIM TABS F.C. SR 100MG 30,DICLOFENAC SODIUM,LISODIM,NQM,338.02,2002-01-01,2022-12-01,2025-11-01,10373,36
ANAREN TABS C.E. 50MG 20,DICLOFENAC SODIUM,ANAREN,SHR,23.0,1995-01-01,2022-12-01,2025-11-01,10187,36
JFENAC TABS 50MG 20,DICLOFENAC SODIUM,JFENAC,JWP,128.78,2023-03-01,2022-12-01,2025-11-01,9645,36
DEFINA TABS 50MG 30,DICLOFENAC SODIUM,DEFINA,PHD,204.0,2025-04-01,2022-12-01,2025-11-01,9455,36
DICLOSCOT CAPS 50MG 20,DICLOFENAC SODIUM,DICLOSCOT,SC2,102.0,2009-03-01,2022-12-01,2025-11-01,9417,36
VECLOFEN TABS 50MG 20,DICLOFENAC SODIUM,VECLOFEN,ISS,17.12,1998-02-01,2022-12-01,2025-11-01,9381,36
VOLFEN TABS C.E.SR 100MG 20,DICLOFENAC SODIUM,VOLFEN,SY3,187.0,1998-01-01,2022-12-01,2025-11-01,9263,36
VOLFEN AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,VOLFEN,SY3,55.25,1999-02-01,2022-12-01,2025-11-01,9194,36
VOLFEN TABS C.E. 50MG 20,DICLOFENAC SODIUM,VOLFEN,SY3,63.75,1998-01-01,2022-12-01,2025-11-01,8863,36
TYLOFENAC TABS 50MG 500,DICLOFENAC SODIUM,TYLOFENAC,DOV,3216.34,2025-09-01,2022-12-01,2025-11-01,8672,36
VISODIC AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,VISODIC,VP8,68.0,2009-11-01,2022-12-01,2025-11-01,8438,36
DE-ARTHO CAPS 50MG 30,DICLOFENAC SODIUM,DE-ARTHO,HVR,34.0,2012-10-01,2022-12-01,2025-11-01,8213,36
LISODIM AMP.IM/IV 75MG 3ML 100,DICLOFENAC SODIUM,LISODIM,NQM,1292.85,2004-01-01,2022-12-01,2025-11-01,8178,36
DICLOTRAM TABS F.C. 50MG 20,DICLOFENAC SODIUM,DICLOTRAM,MPP,51.0,2017-08-01,2022-12-01,2025-11-01,7912,36
DE-ARTHO CAPS 100MG 20,DICLOFENAC SODIUM,DE-ARTHO,HVR,38.25,2012-10-01,2022-12-01,2025-11-01,7894,36
LONAC AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,LONAC,PMA,205.89,2002-08-01,2022-12-01,2025-11-01,7012,36
DEFINA TABS S.R 100MG 30,DICLOFENAC SODIUM,DEFINA,PHD,280.5,2025-04-01,2022-12-01,2025-11-01,6995,36
TECHFEN TABS S.R 100MG 30,DICLOFENAC SODIUM,TECHFEN,C2U,127.5,2023-09-01,2022-12-01,2025-11-01,6960,36
DICLOSCOT TABS DISP. 50MG 20,DICLOFENAC SODIUM,DICLOSCOT,SC2,79.9,2009-03-01,2022-12-01,2025-11-01,6910,36
DICSOD AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,DICSOD,MA&,100.3,2002-06-01,2022-12-01,2025-11-01,6352,36
DICSOD TABS C.E. 50MG 20,DICLOFENAC SODIUM,DICSOD,MA&,100.3,1998-10-01,2022-12-01,2025-11-01,6319,36
DICLOTRAM TABS F.C. SR 100MG 30,DICLOFENAC SODIUM,DICLOTRAM,MPP,170.0,2017-08-01,2022-12-01,2025-11-01,6189,36
RHEUMATIN AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,RHEUMATIN,SIZ,46.1,1997-01-01,2022-12-01,2025-11-01,5767,36
DICLOZAF TABS C.E. 100MG 30,DICLOFENAC SODIUM,DICLOZAF,ZAF,198.58,1996-01-01,2022-12-01,2025-11-01,5760,36
HEUMATIC JEL. 1.16G 20G,DICLOFENAC SODIUM,HEUMATIC,N/P,64.69,2023-04-01,2022-12-01,2025-11-01,5709,36
DENUM AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,DENUM,IRZ,50.0,1997-11-01,2022-12-01,2025-11-01,5681,36
LUKIN VIAL DRY 75MG 5,DICLOFENAC SODIUM,LUKIN,HHC,55.25,2019-12-01,2022-12-01,2025-11-01,5119,36
DICAP CAPS S.R. 100MG 20,DICLOFENAC SODIUM,DICAP,SKM,70.0,2023-06-01,2022-12-01,2025-11-01,5103,36
DICWAY JEL. 20G,DICLOFENAC SODIUM,DICWAY,CWH,71.89,2018-10-01,2022-12-01,2025-11-01,5080,36
ARDFENAC TABS C.E. 50MG 20,DICLOFENAC SODIUM,ARDFENAC,A5N,9.0,1998-12-01,2022-12-01,2025-11-01,4575,36
FENAC AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,FENAC,TBG,70.0,1997-01-01,2022-12-01,2025-11-01,4219,36
PAINSA AMP. 75MG 3ML 100,DICLOFENAC SODIUM,PAINSA,WMT,935.0,2018-07-01,2022-12-01,2025-11-01,3945,36
DICLOSCOT TABS XR 100MG 30,DICLOFENAC SODIUM,DICLOSCOT,SC2,280.5,2017-11-01,2022-12-01,2025-11-01,3895,36
DICLOZAF JEL. 1% 20G,DICLOFENAC SODIUM,DICLOZAF,ZAF,88.29,1994-07-01,2022-12-01,2025-11-01,3866,36
DIFLOSID TABS C.E. 50MG 20,DICLOFENAC SODIUM,DIFLOSID,GEO,64.39,1992-07-01,2022-12-01,2025-11-01,3807,36
DICLOK TABS 50MG 10,DICLOFENAC SODIUM,DICLOK,XPH,34.0,2002-06-01,2022-12-01,2025-11-01,3701,36
NOZIN TABS C.E. 50MG 20,DICLOFENAC SODIUM,NOZIN,F7L,6.6,2008-05-01,2022-12-01,2025-11-01,3692,36
ANAREN AMP IM 75MG 3ML 25,DICLOFENAC SODIUM,ANAREN,SHR,142.8,1999-09-01,2022-12-01,2025-11-01,3689,36
PAINCAP CAPS 50MG 20,DICLOFENAC SODIUM,PAINCAP,N/P,127.5,2023-08-01,2022-12-01,2025-11-01,3658,36
EPHANAC AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,EPHANAC,EP5,13.0,2008-08-01,2022-12-01,2025-11-01,3522,36
FLAMEX CAPS S.R. 100MG 30,DICLOFENAC SODIUM,FLAMEX,WRP,51.0,2005-05-01,2022-12-01,2025-11-01,3489,36
NOAK TABS C.E.SR 100MG 30,DICLOFENAC SODIUM,NOAK,RZT,127.5,2003-11-01,2022-12-01,2025-11-01,3447,36
CYCLOFEN JEL. 1% 20G,DICLOFENAC SODIUM,CYCLOFEN,DSP,25.0,2010-06-01,2022-12-01,2025-11-01,3358,36
ZWITTER VIAL DRY 75MG 3ML 5,DICLOFENAC SODIUM,ZWITTER,WSH,127.5,2014-02-01,2022-12-01,2025-11-01,3175,36
VOLNAC TABS C.E. 50MG 20,DICLOFENAC SODIUM,VOLNAC,SMS,10.0,2012-05-01,2022-12-01,2025-11-01,3170,36
CYCLOFEN TABS C.E.SR 100MG 30,DICLOFENAC SODIUM,CYCLOFEN,DSP,40.0,2010-06-01,2022-12-01,2025-11-01,3120,36
MATIC TABS S.R 100MG 30,DICLOFENAC SODIUM,MATIC,LBA,140.25,1996-01-01,2022-12-01,2025-11-01,3087,36
OBERON TABS 50MG/FORT 20,DICLOFENAC SODIUM,OBERON,ERO,100.8,1996-07-01,2022-12-01,2025-11-01,3040,36
MATIC TABS 50MG 20,DICLOFENAC SODIUM,MATIC,LBA,80.75,1996-01-01,2022-12-01,2025-11-01,2989,36
ROFANAC CAPS S.R. 100MG 20,DICLOFENAC SODIUM,ROFANAC,N/P,165.91,2023-08-01,2022-12-01,2025-11-01,2840,36
BAJFENAC AMP. 75MG 3ML 100,DICLOFENAC SODIUM,BAJFENAC,BJW,1984.29,2019-08-01,2022-12-01,2025-11-01,2725,36
ANAIDA CAPS S.R. 100MG 20,DICLOFENAC SODIUM,ANAIDA,P1P,105.01,2020-08-01,2022-12-01,2025-11-01,2645,36
LONAC TABS C.E. 75MG 20,DICLOFENAC SODIUM,LONAC,PMA,172.87,1998-10-01,2022-12-01,2025-11-01,2606,36
DICLOMAX TABS C.E. 75MG 20,DICLOFENAC SODIUM,DICLOMAX,Q.P,76.5,2010-06-01,2022-12-01,2025-11-01,2598,36
RHEUMATIN TABS C. 25MG 30,DICLOFENAC SODIUM,RHEUMATIN,SIZ,25.5,1988-07-01,2022-12-01,2025-11-01,2502,36
KOMFORT TABS 50MG 20,DICLOFENAC SODIUM,KOMFORT,TAG,51.0,2000-01-01,2022-12-01,2025-11-01,2501,36
DICTO JEL. 1% 20G,DICLOFENAC SODIUM,DICTO,BI-,57.8,2021-04-01,2022-12-01,2025-11-01,2413,36
DICNY AMP. 75MG 3ML 5,DICLOFENAC SODIUM,DICNY,J4P,70.43,2019-03-01,2022-12-01,2025-11-01,2407,36
PAINCAP CAPS S.R. 100MG 20,DICLOFENAC SODIUM,PAINCAP,N/P,187.0,2021-08-01,2022-12-01,2025-11-01,2398,36
LUKIN CAPS 100MG 10,DICLOFENAC SODIUM,LUKIN,HHC,42.5,2019-02-01,2022-12-01,2025-11-01,2356,36
PHLOGIN AMP IM 75MG 3ML,DICLOFENAC SODIUM,PHLOGIN,BR1,19.86,1992-01-01,2022-12-01,2025-11-01,2355,36
NEUROFENAC AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,NEUROFENAC,MDM,127.26,1994-01-01,2022-12-01,2025-11-01,2303,36
DICLOSCOT CAPS XR 100MG 30,DICLOFENAC SODIUM,DICLOSCOT,SC2,238.0,2021-01-01,2022-12-01,2025-11-01,2135,36
HEUMATIC AMP.IM/IV 25MG 3ML 100,DICLOFENAC SODIUM,HEUMATIC,N/P,1674.5,2023-04-01,2022-12-01,2025-11-01,2059,36
DIOSIM TABS C.E. 50MG 20,DICLOFENAC SODIUM,DIOSIM,KUT,43.35,2020-06-01,2022-12-01,2025-11-01,1959,36
CYCLOFENAC AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,CYCLOFENAC,MCQ,42.5,2006-02-01,2022-12-01,2025-11-01,1937,36
U TRAN TABS C.E. 50MG 200,DICLOFENAC SODIUM,U TRAN,UNE,50.0,2001-10-01,2022-12-01,2025-11-01,1913,36
OSTINAC AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,OSTINAC,GLB,67.15,2006-03-01,2022-12-01,2025-11-01,1776,36
DICTO CAPS S.R. 100MG 30,DICLOFENAC SODIUM,DICTO,BI-,106.25,2021-03-01,2022-12-01,2025-11-01,1695,36
NOAK TABS C.E. 50MG 20,DICLOFENAC SODIUM,NOAK,RZT,68.0,2003-11-01,2022-12-01,2025-11-01,1689,36
DICSOD DROPS EYE 0.1% 5ML,DICLOFENAC SODIUM,DICSOD,MA&,63.75,2020-05-01,2022-12-01,2025-11-01,1661,36
UFENAC TABS S.R 100MG 30,DICLOFENAC SODIUM,UFENAC,V4P,127.5,2003-07-01,2022-12-01,2025-11-01,1471,36
ANAC AMP. 75MG 3ML 100,DICLOFENAC SODIUM,ANAC,RPH,670.0,2023-07-01,2022-12-01,2025-11-01,1464,36
ARTIGEN TABS S.R 100MG 30,DICLOFENAC SODIUM,ARTIGEN,MLE,102.0,2011-01-01,2022-12-01,2025-11-01,1448,36
ZALIN TABS 50MG 20,DICLOFENAC SODIUM,ZALIN,TAG,50.15,1998-04-01,2022-12-01,2025-11-01,1404,36
FENAC TABS C.E. 50MG 20,DICLOFENAC SODIUM,FENAC,TBG,12.0,1998-12-01,2022-12-01,2025-11-01,1360,36
DICTO TABS C.E. 50MG 20,DICLOFENAC SODIUM,DICTO,BI-,63.75,2021-02-01,2022-12-01,2025-11-01,1320,36
DICLODYN AMP. 75MG 3ML 5,DICLOFENAC SODIUM,DICLODYN,ORA,55.25,2002-04-01,2022-12-01,2025-11-01,1274,36
DIFENAC TABS 25MG 100,DICLOFENAC SODIUM,DIFENAC,DGH,216.24,1997-01-01,2022-12-01,2025-11-01,1196,36
DICLOFERUM CAPS S.R. 100MG 20,DICLOFENAC SODIUM,DICLOFERUM,MTI,155.0,2024-09-01,2022-12-01,2025-11-01,1172,36
DICTO TABS C.E. 75MG 20,DICLOFENAC SODIUM,DICTO,BI-,95.2,2021-02-01,2022-12-01,2025-11-01,1144,36
ACCRED TABS C. 50MG 20,DICLOFENAC SODIUM,ACCRED,ALB,63.75,2004-03-01,2022-12-01,2025-11-01,1141,36
NECLOF TABS C.E. 25MG 30,DICLOFENAC SODIUM,NECLOF,PPP,44.63,1997-04-01,2022-12-01,2025-11-01,1047,36
AMROFEC AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,AMROFEC,AOS,100.0,2018-04-01,2022-12-01,2025-11-01,1017,36
DICLOWIM CAPS S.R. 100MG 10,DICLOFENAC SODIUM,DICLOWIM,WMT,42.5,2018-07-01,2022-12-01,2025-11-01,960,36
PAINMARK TABS 50MG 20,DICLOFENAC SODIUM,PAINMARK,W2K,103.7,2023-06-01,2022-12-01,2025-11-01,950,36
PANSLAY TABS C.E. 50MG 20,DICLOFENAC SODIUM,PANSLAY,SC1,87.47,1997-07-01,2022-12-01,2025-11-01,897,36
MOVEN AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,MOVEN,SQP,83.08,2020-06-01,2022-12-01,2025-11-01,874,36
CYCLOFEN TABS C.E. 50MG 20,DICLOFENAC SODIUM,CYCLOFEN,DSP,20.0,2010-06-01,2022-12-01,2025-11-01,864,36
DENUM TABS C.E. 50MG 200,DICLOFENAC SODIUM,DENUM,IRZ,52.0,2005-01-01,2022-12-01,2025-11-01,852,36
KARMEL TABS C.E. 50MG 20,DICLOFENAC SODIUM,KARMEL,FZA,10.0,2007-09-01,2022-12-01,2025-11-01,830,36
DEFINA TABS 50MG 20,DICLOFENAC SODIUM,DEFINA,PHD,100.0,2001-07-01,2022-12-01,2025-11-01,735,36
DOFLEX DROPS EYE 0.1% 5ML,DICLOFENAC SODIUM,DOFLEX,M7C,42.5,2005-06-01,2022-12-01,2025-11-01,677,36
ARTECID AMP. 75MG 3ML 5,DICLOFENAC SODIUM,ARTECID,BI-,74.8,2017-01-01,2022-12-01,2025-11-01,670,36
RHEUYAN TABS S.R 100MG 30,DICLOFENAC SODIUM,RHEUYAN,RYN,170.0,2009-11-01,2022-12-01,2025-11-01,634,36
ZALIN TABS 75MG 20,DICLOFENAC SODIUM,ZALIN,TAG,76.5,1999-09-01,2022-12-01,2025-11-01,605,36
DICTO TABS C.E. 100MG 10,DICLOFENAC SODIUM,DICTO,BI-,54.4,2021-03-01,2022-12-01,2025-11-01,602,36
EUROFENAC AMP. 75MG 3ML 10,DICLOFENAC SODIUM,EUROFENAC,OTH,294.95,2023-12-01,2022-12-01,2025-11-01,602,36
REGOFENAC TABS C.E. 50MG 20,DICLOFENAC SODIUM,REGOFENAC,REG,10.0,2007-09-01,2022-12-01,2025-11-01,576,36
DIFLOSID AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,DIFLOSID,GEO,61.46,1993-04-01,2022-12-01,2025-11-01,527,36
DIOSIM TABS C.E.SR 100MG 10,DICLOFENAC SODIUM,DIOSIM,KUT,43.35,2020-06-01,2022-12-01,2025-11-01,518,36
VOLDOS TABS 50MG 20,DICLOFENAC SODIUM,VOLDOS,DSO,51.0,1993-01-01,2022-12-01,2025-11-01,479,36
DYCLO AMP IM 75MG 3ML 10,DICLOFENAC SODIUM,DYCLO,IND,90.1,2006-07-01,2022-12-01,2025-11-01,453,36
PANSLAY TABS C.E. 75MG 20,DICLOFENAC SODIUM,PANSLAY,SC1,99.45,1997-07-01,2022-12-01,2025-11-01,412,36
DICLOKON TABS S.R 100MG 100,DICLOFENAC SODIUM,DICLOKON,PHK,242.0,1994-10-01,2022-12-01,2025-11-01,388,36
OSTINAC TABS 75MG 20,DICLOFENAC SODIUM,OSTINAC,GLB,76.5,2013-03-01,2022-12-01,2025-11-01,380,36
AVENAC CAPS 100MG 20,DICLOFENAC SODIUM,AVENAC,A0E,116.45,2019-10-01,2022-12-01,2025-11-01,376,36
DICLOFAZ TABS F.C. SR 100MG 30,DICLOFENAC SODIUM,DICLOFAZ,FZP,170.0,2009-04-01,2022-12-01,2025-11-01,370,36
JFENAC GEL 20G,DICLOFENAC SODIUM,JFENAC,JWP,185.3,2023-03-01,2022-12-01,2025-11-01,345,36
JFENAC TABS S.R 100MG 30,DICLOFENAC SODIUM,JFENAC,JWP,311.58,2023-03-01,2022-12-01,2025-11-01,345,36
SONAL TABS C.E. 25MG 30,DICLOFENAC SODIUM,SONAL,PCR,25.5,1993-10-01,2022-12-01,2025-11-01,338,36
DYCLO TABS C.E. 50MG 1000,DICLOFENAC SODIUM,DYCLO,IND,1887.0,2002-01-01,2022-12-01,2025-11-01,320,36
DICLONEX AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,DICLONEX,HYU,48.87,1998-02-01,2022-12-01,2025-11-01,311,36
ARTECID AMP. 75MG 3ML 10,DICLOFENAC SODIUM,ARTECID,BI-,272.0,2024-02-01,2022-12-01,2025-11-01,257,36
LOPRAN-S TABS C.E. 50MG 20,DICLOFENAC SODIUM,LOPRAN-S,WMT,51.0,2018-07-01,2022-12-01,2025-11-01,240,36
DICLO-HEIM TABS C.E. 50MG 20,DICLOFENAC SODIUM,DICLO-HEIM,U1P,38.25,1998-08-01,2022-12-01,2025-11-01,233,36
ARTINIL DROPS EYE 0.1% 5ML,DICLOFENAC SODIUM,ARTINIL,VII,73.1,2003-09-01,2022-12-01,2025-11-01,222,36
DICOLIVE TABS F.C. 50MG 20,DICLOFENAC SODIUM,DICOLIVE,AVT,51.0,2018-04-01,2022-12-01,2025-11-01,222,36
LUXAFEN-K TABS F.C. 50MG 20,DICLOFENAC SODIUM,LUXAFEN-K,UMK,51.0,2007-01-01,2022-12-01,2025-11-01,209,36
VOLNAC TABS C.E. 50MG 10,DICLOFENAC SODIUM,VOLNAC,SMS,15.0,2018-09-01,2022-12-01,2025-11-01,202,36
DIFSOM JEL. 1% 20G,DICLOFENAC SODIUM,DIFSOM,VGP,51.0,2012-02-01,2022-12-01,2025-11-01,198,36
DICLOFANIC AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,DICLOFANIC,AOS,13.0,1997-07-01,2022-12-01,2025-11-01,181,36
HONDIC TABS C. 50MG 20,DICLOFENAC SODIUM,HONDIC,H2G,51.0,2005-03-01,2022-12-01,2025-11-01,159,36
DI-SOD TABS C.E. 50MG 20,DICLOFENAC SODIUM,DI-SOD,SQA,68.0,1998-07-01,2022-12-01,2025-11-01,148,36
ULTRAFEN SUPP 12.5MG 5,DICLOFENAC SODIUM,ULTRAFEN,BXM,37.83,2000-09-01,2022-12-01,2025-11-01,136,36
ARTONEC CAPS 50MG 20,DICLOFENAC SODIUM,ARTONEC,BGC,58.47,2003-02-01,2022-12-01,2025-11-01,127,36
VISODIC CAPS S.R. 100MG 20,DICLOFENAC SODIUM,VISODIC,VP8,84.15,2019-03-01,2022-12-01,2025-11-01,98,36
VISODIC TABS C.E. 50MG 20,DICLOFENAC SODIUM,VISODIC,VP8,57.8,2005-03-01,2022-12-01,2025-11-01,92,36
AMROFEC AMP IM 75MG 3ML 100,DICLOFENAC SODIUM,AMROFEC,AOS,550.0,2018-04-01,2022-12-01,2025-11-01,84,36
ROFANAC CAPS 50MG 20,DICLOFENAC SODIUM,ROFANAC,N/P,127.5,2023-08-01,2022-12-01,2025-11-01,72,36
OSTINAC TABS 50MG 20,DICLOFENAC SODIUM,OSTINAC,GLB,57.8,2011-03-01,2022-12-01,2025-11-01,55,36
PROGILE TABS 75MG 20,DICLOFENAC SODIUM,PROGILE,HX4,49.3,2003-08-01,2022-12-01,2025-11-01,52,36
ACHEDEC TABS S.R 100MG 30,DICLOFENAC SODIUM,ACHEDEC,DY6,229.5,2025-09-01,2022-12-01,2025-11-01,34,36
DICLOZAF TABS C.E. 100MG 200,DICLOFENAC SODIUM,DICLOZAF,ZAF,798.0,2002-04-01,2022-12-01,2025-11-01,34,36
HEUMATIC TABS 50MG 20,DICLOFENAC SODIUM,HEUMATIC,N/P,33.33,2023-04-01,2022-12-01,2025-11-01,34,36
DICLOLAC AMP IM 75MG 3ML 100,DICLOFENAC SODIUM,DICLOLAC,U-T,502.73,2020-02-01,2022-12-01,2025-11-01,32,36
ARTECID CAPS ENTER 50MG 20,DICLOFENAC SODIUM,ARTECID,BI-,61.2,2017-01-01,2022-12-01,2025-11-01,20,36
DICLOZAF TABS C.E. 25MG 30,DICLOFENAC SODIUM,DICLOZAF,ZAF,63.84,1995-04-01,2022-12-01,2025-11-01,20,36
KONAC TABS C.E. 50MG 20,DICLOFENAC SODIUM,KONAC,RGM,113.22,2001-09-01,2022-12-01,2025-11-01,20,36
ZWITTER CAPS ENTER 75MG 20,DICLOFENAC SODIUM,ZWITTER,WSH,187.0,2014-02-01,2022-12-01,2025-11-01,15,36
VISODIC CAPS S.R. 100MG 10,DICLOFENAC SODIUM,VISODIC,VP8,42.5,2015-11-01,2022-12-01,2025-11-01,11,36
NOLTREN DROPS EYE 0.1% 5ML,DICLOFENAC SODIUM,NOLTREN,MPK,42.5,2005-08-01,2022-12-01,2025-11-01,4,36
HEUMATIC TABS S.R 75MG 10,DICLOFENAC SODIUM,HEUMATIC,N/P,23.33,2023-04-01,2022-12-01,2025-11-01,2,36
MOBIKARE CAPS S.R. 100MG 10,DICLOFENAC SODIUM,MOBIKARE,BGO,72.25,2003-03-01,2022-12-01,2025-11-01,2,36
AMDIK TABS C. 50MG 20,DICLOFENAC SODIUM,AMDIK,AOS,51.0,2003-11-01,2022-12-01,2025-11-01,0,36
AMROFEC TABS F.C. 50MG 20,DICLOFENAC SODIUM,AMROFEC,AOS,26.0,2018-04-01,2022-12-01,2025-11-01,0,36
ARTIFEN AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,ARTIFEN,AB&,148.95,1995-07-01,2022-12-01,2025-11-01,0,36
CLODIUM TABS C.E. 50MG 20,DICLOFENAC SODIUM,CLODIUM,PP5,67.15,2004-06-01,2022-12-01,2025-11-01,0,36
DEFNAC TABS C.E. 50MG 20,DICLOFENAC SODIUM,DEFNAC,SEA,73.53,2011-04-01,2022-12-01,2025-11-01,0,36
DIC-50 TABS C.E. 50MG 20,DICLOFENAC SODIUM,DIC-50,ZYR,58.65,2011-02-01,2022-12-01,2025-11-01,0,36
DICFLAKE TABS C.E. 50MG 20,DICLOFENAC SODIUM,DICFLAKE,U-T,63.36,2018-12-01,2022-12-01,2025-11-01,0,36
DICLAC TABS C.E. 50MG 20,DICLOFENAC SODIUM,DICLAC,PP+,72.25,2000-02-01,2022-12-01,2025-11-01,0,36
DICLOBID TABS L.A 100MG 20,DICLOFENAC SODIUM,DICLOBID,M4P,140.25,1998-04-01,2022-12-01,2025-11-01,0,36
DICLOLAC AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,DICLOLAC,U-T,70.87,2018-12-01,2022-12-01,2025-11-01,0,36
DICLOTAB TABS C.E. 50MG 20,DICLOFENAC SODIUM,DICLOTAB,WSH,106.25,1997-02-01,2022-12-01,2025-11-01,0,36
